Position,Name + ID,PLAYER_NAME,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Visitor,Home,Opp,DK Player,SEASON_ID,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,MATCHUP,WL,Minutes Last Game,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE,GAME DATE,PLAYER,DK,PLUS MINUS,MATCH UP,W/L,TEAM,AST_CONSISTENCY,AST_CUM_AVG,AST_LAST_10_AVG,AST_LAST_3_AVG,AST_LAST_5_AVG,AST_PER_MIN,AST_TREND,AST_VS_TEAM_AVG,BLOWOUT_GAME,DAYS_REST,DK_CONSISTENCY,DK_CUM_AVG,DK_LAST_10_AVG,DK_LAST_3_AVG,DK_LAST_5_AVG,DK_TREND,DK_TREND_5,FREQ_ABOVE_20,FREQ_ABOVE_25,FREQ_ABOVE_30,GAME_DAY,IS_B2B,IS_HOME,IS_TOP_3_PROJ,LOW_MIN_TOP_PLAYER,MIN_ABOVE_20,MIN_ABOVE_25,MIN_ABOVE_30,MIN_ABOVE_AVG_STREAK,MIN_CONSISTENCY,MIN_CONSISTENCY_SCORE,MIN_CUM_AVG,MIN_LAST_10_AVG,MIN_LAST_3_AVG,MIN_LAST_5_AVG,MIN_TREND,MIN_VS_TEAM_AVG,PLUS MINUS_CONSISTENCY,PLUS MINUS_CUM_AVG,PLUS MINUS_LAST_10_AVG,PLUS MINUS_LAST_3_AVG,PLUS MINUS_LAST_5_AVG,PLUS MINUS_TREND,PLUS_MINUS_PER_MIN,PTS_ABOVE_AVG_STREAK,PTS_CONSISTENCY,PTS_CUM_AVG,PTS_LAST_10_AVG,PTS_LAST_3_AVG,PTS_LAST_5_AVG,PTS_PER_MIN,PTS_TREND,PTS_VS_TEAM_AVG,REB_CONSISTENCY,REB_CUM_AVG,REB_LAST_10_AVG,REB_LAST_3_AVG,REB_LAST_5_AVG,REB_PER_MIN,REB_TREND,REB_VS_TEAM_AVG,RECENT_IMPACT,RECENT_SCORING_EFF,ROLE_CHANGE_3_10,ROLE_CHANGE_5_10,SCORING_EFFICIENCY,TEAM_MIN_PERCENTAGE,TEAM_PROJ_RANK,WIN,Minutes,Projection,Min Minutes,Max Minutes,Original_Minutes,Predicted_Minutes,Min_Required_Minutes,injury
PF/C,Kenrich Williams (38239995),Kenrich Williams,38239995,PF/C/F/UTIL,3400,IND@OKC 03/29/2025 08:00PM ET,OKC,13.52,IND,OKC,IND,Kenrich Williams,22024,1629026,1610612760,22401064,3/27/2025,OKC vs. MEM,W,20,3,5,0.6,1,2,0.5,1,1,1.0,0,2,2,1,0,1,0,4,8,-2,14.9,1,3/27/2025,Kenrich Williams,14.9,-2,OKC vs. MEM,W,Oklahoma City Thunder,2.044,1.3,1.8,3.0,2.0,0.05,1,0.464,0,2,8.325,13.41,16.02,14.767,16.6,1,-0.36,0.5,0.3,0.2,147,0,1,0,0,0,0,0,8,8.099,0.375,15.617,21.6,22.333,21.6,1,1.088,10.939,5.133,9.9,3.667,9.2,1,-0.1,2,5.187,5.883,7.3,6.333,8.6,0.4,1,0.832,2.066,3.3,3.6,3.0,3.0,0.1,0,0.578,0.167,0.264,0.733,0.0,0.4,8.368,10,1,26.0,23.71,0,48,26.0,26.0,0.0,
C,Zach Collins (38240029),Zach Collins,38240029,C/UTIL,3300,DAL@CHI 03/29/2025 08:00PM ET,CHI,15.87,DAL,CHI,DAL,Zach Collins,22024,1628380,1610612741,22401063,3/27/2025,CHI vs. LAL,W,16,5,5,1.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,2,3,10,-9,11.6,1,3/27/2025,Zach Collins,11.6,-9,CHI vs. LAL,W,Chicago Bulls,2.003,1.636,1.7,1.667,1.2,0.0,0,0.0,0,3,12.592,15.855,18.73,13.033,13.12,0,1.1,0.3,0.1,0.1,147,0,1,0,0,0,0,0,1,7.972,0.443,15.036,18.0,12.667,12.8,0,0.6,9.701,-0.582,3.1,0.0,-2.0,0,-0.562,1,5.181,6.327,7.2,6.333,6.6,0.625,1,0.756,4.122,4.182,5.9,2.667,3.6,0.188,0,0.562,-0.086,0.375,5.333,5.2,0.625,6.667,6,1,16.0,17.01,0,48,16.0,16.0,0.0,
C,Bismack Biyombo (38240021),Bismack Biyombo,38240021,C/UTIL,3300,BOS@SAS 03/29/2025 08:00PM ET,SAS,16.2,BOS,SAS,BOS,Bismack Biyombo,22024,202687,1610612759,22401059,3/27/2025,SAS @ CLE,L,15,4,5,0.8,0,0,0.0,0,0,0.0,2,4,6,1,1,2,0,1,8,5,25.7,1,3/27/2025,Bismack Biyombo,25.7,5,SAS @ CLE,L,San Antonio Spurs,1.43,1.3,1.4,2.333,1.6,0.067,1,0.37,0,2,7.012,16.69,14.78,21.3,16.4,0,4.16,0.3,0.0,0.0,147,0,0,0,0,0,0,0,0,4.686,0.263,17.7,17.8,21.0,18.6,1,0.628,8.26,-3.05,-0.3,2.667,0.8,1,0.333,1,3.401,5.15,4.3,5.333,4.8,0.533,0,0.69,2.183,5.2,4.9,7.333,6.0,0.4,1,1.2,0.163,0.294,3.2,0.8,0.533,6.276,9,0,21.0,15.91,0,48,21.0,21.0,0.0,
PG/SG,Alec Burks (38240017),Alec Burks,38240017,PG/SG/G/UTIL,3300,MIA@PHI 03/29/2025 07:30PM ET,MIA,13.27,MIA,PHI,PHI,Alec Burks,22024,202692,1610612748,22401062,3/27/2025,MIA vs. ATL,W,16,3,7,0.429,3,6,0.5,2,3,0.667,0,1,1,2,0,0,1,2,11,-5,14.2,1,3/27/2025,Alec Burks,14.2,-5,MIA vs. ATL,W,Miami Heat,1.101,1.098,1.1,0.667,0.8,0.125,0,0.692,0,2,7.919,12.832,11.85,13.533,10.24,0,0.04,0.5,0.1,0.0,147,0,1,0,0,0,0,0,0,8.677,0.516,17.171,16.8,16.0,13.2,0,0.598,6.546,1.317,1.2,-2.0,-3.2,0,-0.312,2,5.658,6.512,7.7,11.333,7.6,0.688,1,0.811,1.7,2.512,2.0,1.0,1.2,0.062,0,0.243,-0.285,0.715,0.8,3.6,0.688,6.639,8,1,20.0,16.67,0,48,20.0,20.0,0.0,Playing
PF/C,Alex Reese (38240025),Alex Reese,38240025,PF/C/F/UTIL,3300,MIA@PHI 03/29/2025 07:30PM ET,PHI,12.52,MIA,PHI,MIA,Alex Reese,22024,1642024,1610612755,22401031,3/23/2025,PHI @ ATL,L,21,3,4,0.75,1,2,0.5,1,1,1.0,1,2,3,1,1,0,0,2,8,2,16.1,1,3/23/2025,Alex Reese,16.1,2,PHI @ ATL,L,Philadelphia 76ers,0.483,0.273,0.3,0.333,0.4,0.048,1,0.375,0,4,6.449,13.1,14.09,13.1,13.76,1,0.5,0.2,0.0,0.0,143,0,0,0,0,1,0,0,10,5.744,0.361,14.636,15.9,19.333,18.8,1,0.788,15.254,3.273,3.3,-6.667,-3.0,0,0.095,5,2.635,5.182,5.5,8.333,7.2,0.381,1,0.605,2.44,3.0,3.2,3.0,2.8,0.143,0,0.73,-0.18,0.434,3.433,2.9,0.381,8.75,9,0,0.0,0.0,0,48,0.0,0.0,0.0,Off Injury Report
SG/SF,Jaime Jaquez Jr. (38240031),Jaime Jaquez,38240031,SG/SF/F/G/UTIL,3300,MIA@PHI 03/29/2025 07:30PM ET,MIA,19.38,MIA,PHI,PHI,Jaime Jaquez Jr.,22024,1631170,1610612748,22401047,3/25/2025,MIA vs. GSW,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,3/25/2025,Jaime Jaquez Jr.,0.0,0,MIA vs. GSW,W,Miami Heat,2.025,2.467,2.1,1.0,2.4,0.0,0,0.0,0,2,11.166,19.19,13.67,3.633,12.68,0,-4.3,0.4,0.4,0.1,145,0,1,0,0,0,0,0,0,10.779,0.627,21.25,17.2,8.333,16.6,0,0.167,7.931,-3.017,-2.3,-4.0,-1.4,1,0,0,4.552,8.317,5.5,1.333,3.4,0.0,0,0.0,3.239,4.367,3.6,0.667,3.4,0.0,0,0.0,-0.4,0.089,8.867,0.6,0.0,1.667,7,1,17.0,21.76,0,48,22.0,22.0,0.0,
C,Thomas Bryant (38240023),Thomas Bryant,38240023,C/UTIL,3300,IND@OKC 03/29/2025 08:00PM ET,IND,15.05,IND,OKC,OKC,Thomas Bryant,22024,1628418,1610612754,22401061,3/27/2025,IND @ WAS,W,14,4,5,0.8,2,2,1.0,2,2,1.0,2,5,7,0,0,0,0,2,12,20,20.4,1,3/27/2025,Thomas Bryant,20.4,20,IND @ WAS,W,Indiana Pacers,0.316,0.877,0.1,0.0,0.0,0.0,0,0.0,0,1,7.74,15.232,12.33,11.267,10.76,0,1.96,0.1,0.1,0.1,147,1,0,0,0,0,0,0,0,8.404,0.637,14.702,13.2,8.667,10.2,0,0.817,9.678,0.228,-1.1,3.667,1.2,1,1.429,1,4.274,6.596,5.6,6.0,4.6,0.857,0,1.037,2.459,3.965,3.4,3.0,2.8,0.5,0,1.96,-1.024,0.486,4.533,3.0,0.857,5.833,9,1,13.0,12.58,0,48,13.0,13.0,0.0,
C,Dwight Powell (38240045),Dwight Powell,38240045,C/UTIL,3200,DAL@CHI 03/29/2025 08:00PM ET,DAL,8.05,DAL,CHI,CHI,Dwight Powell,22024,203939,1610612742,22401060,3/27/2025,DAL @ ORL,W,19,2,3,0.667,0,0,0.0,0,0,0.0,2,1,3,2,0,0,0,2,4,10,10.6,1,3/27/2025,Dwight Powell,10.6,10,DAL @ ORL,W,Dallas Mavericks,1.155,1.102,2.0,2.333,2.4,0.105,1,0.952,0,2,5.412,8.498,12.34,14.3,11.64,1,0.58,0.2,0.0,0.0,147,0,0,0,0,0,0,0,9,4.596,0.275,10.265,16.7,18.667,18.0,1,0.792,10.174,-0.224,-1.2,5.667,2.8,1,0.526,4,3.446,2.204,4.1,4.0,3.2,0.211,1,0.396,1.751,2.286,3.2,4.0,3.2,0.158,1,0.75,0.331,0.217,1.967,1.3,0.211,7.917,10,1,10.0,8.2,0,48,10.0,10.0,0.0,
C,Jay Huff (38240043),Jay Huff,38240043,C/UTIL,3200,LAL@MEM 03/29/2025 08:00PM ET,MEM,13.33,LAL,MEM,LAL,Jay Huff,22024,1630643,1610612763,22401064,3/27/2025,MEM @ OKC,L,18,3,5,0.6,2,3,0.667,0,0,0.0,0,2,2,1,0,1,0,1,8,0,14.9,1,3/27/2025,Jay Huff,14.9,0,MEM @ OKC,L,Memphis Grizzlies,0.843,0.621,0.6,0.333,0.6,0.056,0,0.429,0,2,8.975,13.39,14.2,17.767,15.66,1,1.98,0.1,0.0,0.0,147,0,0,0,0,0,0,0,4,7.355,0.608,12.086,12.1,16.667,13.4,1,0.908,8.779,0.414,5.8,4.667,5.6,1,0,4,5.559,7.138,7.3,12.0,8.8,0.444,1,0.923,1.9,2.121,2.5,3.0,2.8,0.111,1,0.667,0.212,0.735,4.567,1.3,0.444,7.563,9,0,4.0,3.97,0,48,4.0,4.0,0.0,
PG,Terry Rozier (38240036),Terry Rozier,38240036,PG/G/UTIL,3200,MIA@PHI 03/29/2025 07:30PM ET,MIA,21.64,MIA,PHI,PHI,Terry Rozier,22024,1626179,1610612748,22400984,3/17/2025,MIA @ NYK,L,6,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-15,0.5,1,3/17/2025,Terry Rozier,0.5,-15,MIA @ NYK,L,Miami Heat,1.663,2.661,2.1,2.333,1.6,0.167,0,0.435,0,2,8.297,20.897,14.33,8.433,13.76,0,-1.38,0.4,0.4,0.2,137,0,0,0,0,0,0,0,0,11.207,0.549,26.576,20.4,16.333,18.0,0,0.25,8.942,-2.61,-3.2,-10.333,-4.6,0,-2.5,0,5.073,11.186,7.2,4.0,6.2,0.0,0,0.0,2.011,3.763,2.4,1.333,2.8,0.0,0,0.0,-1.031,0.208,4.067,2.4,0.0,2.5,7,0,0.0,0.0,0,48,0.0,0.0,0.0,
SF/PF,Marcus Bagley (38240039),Marcus Bagley,38240039,SF/PF/F/UTIL,3200,MIA@PHI 03/29/2025 07:30PM ET,PHI,8.5,MIA,PHI,MIA,Marcus Bagley,22024,1630542,1610612755,22401053,3/26/2025,PHI vs. WAS,L,19,1,3,0.333,0,2,0.0,2,2,1.0,0,4,4,1,0,0,0,2,4,-13,10.3,1,3/26/2025,Marcus Bagley,10.3,-13,PHI vs. WAS,L,Philadelphia 76ers,0.707,0.5,0.5,0.5,0.5,0.053,0,0.409,0,2,2.051,8.85,8.85,8.85,8.85,0,1.45,0.0,0.0,0.0,146,0,1,0,0,0,0,0,1,0.707,0.038,18.5,18.5,18.5,18.5,0,0.71,0.0,-13.0,-13.0,-13.0,-13.0,0,-0.684,1,1.414,3.0,3.0,3.0,3.0,0.211,0,0.316,1.414,3.0,3.0,3.0,3.0,0.211,0,0.766,-0.703,0.161,0.0,0.0,0.211,7.884,9,0,10.0,6.58,0,48,10.0,10.0,0.0,
C,Jalen Smith (38240068),Jalen Smith,38240068,C/UTIL,3100,DAL@CHI 03/29/2025 08:00PM ET,CHI,18.92,DAL,CHI,DAL,Jalen Smith,22024,1630188,1610612741,22401042,3/24/2025,CHI @ DEN,W,15,6,8,0.75,2,3,0.667,0,1,0.0,3,6,9,3,0,0,0,2,14,17,29.3,1,3/24/2025,Jalen Smith,29.3,17,CHI @ DEN,W,Chicago Bulls,1.075,1.017,1.4,2.0,2.0,0.2,1,0.968,0,2,9.411,18.654,17.86,15.4,17.16,0,0.02,0.1,0.1,0.0,144,0,0,0,0,0,0,0,0,6.909,0.501,15.136,13.8,10.333,14.6,0,0.625,9.336,-0.746,1.6,7.333,4.2,1,1.133,1,5.168,8.186,6.6,6.0,5.6,0.933,0,1.085,3.293,5.559,5.8,5.333,5.8,0.6,1,2.093,0.628,0.422,3.467,0.8,0.933,6.25,7,1,0.0,0.0,0,48,0.0,0.0,0.0,
SF,Jaylen Martin (38240062),Jaylen Martin,38240062,SF/F/UTIL,3100,BKN@WAS 03/29/2025 07:00PM ET,WAS,8.08,BKN,WAS,BKN,Jaylen Martin,22024,1641798,1610612764,22401061,3/27/2025,WAS vs. IND,L,23,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,2,0,0,1,0,4,-37,7.2,1,3/27/2025,Jaylen Martin,7.2,-37,WAS vs. IND,L,Washington Wizards,1.287,0.75,0.9,1.667,1.2,0.087,1,1.158,1,1,10.021,7.592,8.81,11.1,10.28,1,-3.7,0.4,0.3,0.2,147,1,1,0,0,1,0,0,2,13.107,0.957,11.667,13.7,19.667,18.8,1,1.045,12.147,-7.0,-8.0,-18.333,-15.0,0,-1.609,2,5.187,3.833,4.3,5.333,5.4,0.174,1,0.404,2.616,2.333,2.8,3.0,3.4,0.043,1,0.355,-1.015,0.183,5.967,5.1,0.174,9.504,10,0,24.0,19.86,0,48,24.0,24.0,0.0,
PG,Shake Milton (38240047),Shake Milton,38240047,PG/G/UTIL,3100,LAL@MEM 03/29/2025 08:00PM ET,LAL,11.77,LAL,MEM,MEM,Shake Milton,22024,1629003,1610612747,22401028,3/22/2025,LAL vs. CHI,L,7,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,-8,4.7,1,3/22/2025,Shake Milton,4.7,-8,LAL vs. CHI,L,Los Angeles Lakers,1.197,1.868,1.1,1.333,1.6,0.143,0,0.609,0,2,9.279,11.443,9.01,6.867,10.92,0,0.1,0.2,0.1,0.0,142,0,1,0,0,0,0,0,0,8.766,0.783,14.792,11.2,12.333,14.4,0,0.407,17.47,-1.906,-3.1,-18.667,-8.4,0,-1.143,0,5.539,5.604,4.3,2.333,5.0,0.286,0,0.243,2.044,1.887,1.8,2.667,2.6,0.143,1,0.4,-1.441,0.201,1.133,3.2,0.286,2.905,11,0,0.0,0.0,0,48,0.0,0.0,0.0,
SF,John Konchar (38240059),John Konchar,38240059,SF/F/UTIL,3100,LAL@MEM 03/29/2025 08:00PM ET,MEM,9.84,LAL,MEM,LAL,John Konchar,22024,1629723,1610612763,22401064,3/27/2025,MEM @ OKC,L,7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,2,0,0,0,0,-3,7.2,1,3/27/2025,John Konchar,7.2,-3,MEM @ OKC,L,Memphis Grizzlies,1.059,0.927,0.7,1.0,1.2,0.0,1,0.0,0,2,8.385,10.083,9.23,10.833,14.64,1,0.96,0.0,0.0,0.0,147,0,0,0,0,0,0,0,0,6.416,0.558,12.463,11.5,13.333,15.4,1,0.353,8.324,0.902,2.8,4.0,2.6,1,-0.429,0,3.307,2.488,2.6,2.667,3.8,0.0,1,0.0,2.558,3.341,2.9,3.333,4.2,0.143,1,0.333,0.17,0.133,1.833,3.9,0.0,2.941,11,0,0.0,0.0,0,48,0.0,0.0,0.0,
PG,Blake Wesley (38240054),Blake Wesley,38240054,PG/G/UTIL,3100,BOS@SAS 03/29/2025 08:00PM ET,SAS,8.18,BOS,SAS,BOS,Blake Wesley,22024,1631104,1610612759,22401059,3/27/2025,SAS @ CLE,L,14,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,1,1,3,-19,3.5,1,3/27/2025,Blake Wesley,3.5,-19,SAS @ CLE,L,San Antonio Spurs,1.703,1.875,2.3,1.667,2.2,0.071,1,0.37,0,2,9.135,8.225,13.55,12.1,14.74,1,-4.32,0.4,0.1,0.0,147,0,0,0,0,0,0,0,10,6.257,0.36,10.021,17.4,21.0,19.6,1,0.586,13.379,0.729,0.1,-8.333,-3.2,0,-1.357,0,3.406,3.354,5.4,5.333,6.4,0.214,1,0.259,1.434,0.812,1.5,1.333,1.2,0.0,1,0.0,-0.561,0.246,3.6,2.2,0.214,5.858,10,0,23.0,19.14,0,20,23.0,23.0,0.0,
C,Neemias Queta (38240057),Neemias Queta,38240057,C/UTIL,3100,BOS@SAS 03/29/2025 08:00PM ET,BOS,12.06,BOS,SAS,SAS,Neemias Queta,22024,1629674,1610612738,22401058,3/26/2025,BOS @ PHX,W,6,2,4,0.5,0,0,0.0,0,0,0.0,2,1,3,0,0,0,1,0,4,-3,6.6,1,3/26/2025,Neemias Queta,6.6,-3,BOS @ PHX,W,Boston Celtics,1.252,0.625,0.7,0.333,0.2,0.0,0,0.0,0,2,8.504,12.43,12.01,4.567,5.46,0,-1.0,0.2,0.0,0.0,146,0,0,0,0,0,0,0,0,8.042,0.654,13.786,12.3,3.0,6.2,0,0.301,6.272,2.821,2.0,-0.333,0.4,0,-0.5,0,2.836,4.911,4.6,2.0,3.2,0.667,0,0.364,3.553,3.804,4.8,2.0,1.8,0.5,0,0.75,0.167,0.889,9.3,6.1,0.667,2.51,10,1,14.0,11.68,0,48,14.0,14.0,0.0,
PF,Kyle Anderson (38240065),Kyle Anderson,38240065,PF/F/UTIL,3100,MIA@PHI 03/29/2025 07:30PM ET,MIA,14.69,MIA,PHI,PHI,Kyle Anderson,22024,203937,1610612748,22401062,3/27/2025,MIA vs. ATL,W,18,4,5,0.8,0,1,0.0,2,2,1.0,0,2,2,4,0,0,0,1,10,7,18.4,1,3/27/2025,Kyle Anderson,18.4,7,MIA vs. ATL,W,Miami Heat,2.348,2.25,2.8,2.667,2.6,0.222,1,1.385,0,2,11.368,15.09,15.08,15.733,15.18,1,2.58,0.3,0.2,0.0,147,0,1,0,0,0,0,0,4,10.012,0.638,15.135,15.7,18.333,17.0,1,0.672,13.342,-1.308,1.3,6.667,-0.4,1,0.389,4,4.035,5.288,5.5,8.0,7.4,0.556,1,0.738,3.348,3.096,2.9,2.0,2.4,0.111,0,0.486,0.314,0.439,2.633,1.3,0.556,7.469,6,1,20.0,19.48,0,20,20.0,20.0,0.0,
SF/PF,Jarace Walker (38240050),Jarace Walker,38240050,SF/PF/F/UTIL,3100,IND@OKC 03/29/2025 08:00PM ET,IND,13.19,IND,OKC,OKC,Jarace Walker,22024,1641716,1610612754,22401061,3/27/2025,IND @ WAS,W,25,6,10,0.6,4,5,0.8,0,0,0.0,1,4,5,5,0,1,1,4,16,31,31.5,1,3/27/2025,Jarace Walker,31.5,31,IND @ WAS,W,Indiana Pacers,1.476,1.364,1.2,2.0,1.6,0.2,1,1.458,1,1,10.218,13.155,10.88,13.8,10.56,0,5.46,0.3,0.1,0.1,147,1,0,0,0,1,0,0,1,11.108,0.823,15.136,13.5,11.667,10.4,0,1.458,11.216,-2.015,2.7,11.333,7.2,1,1.24,1,5.322,5.591,6.1,7.667,6.2,0.64,1,1.383,2.459,2.818,2.4,2.333,1.8,0.2,0,1.4,0.163,0.755,1.833,3.1,0.64,10.417,10,1,13.0,11.56,0,48,13.0,13.0,0.0,
PG,Jevon Carter (38240173),Jevon Carter,38240173,PG/G/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,7.35,DAL,CHI,DAL,Jevon Carter,22024,1628975,1610612741,22401028,3/22/2025,CHI @ LAL,W,4,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,2,4,6.2,1,3/22/2025,Jevon Carter,6.2,4,CHI @ LAL,W,Chicago Bulls,2.066,1.0,1.6,1.333,1.0,0.0,0,0.0,0,12,6.444,7.139,9.56,9.533,8.86,1,-0.84,0.1,0.0,0.0,142,0,0,0,0,0,0,0,0,6.429,0.643,7.484,10.0,7.667,8.8,1,0.2,6.617,0.71,-1.7,-0.333,-5.0,0,1,0,3.055,3.645,4.0,3.333,4.0,0.5,1,0.164,1.252,0.935,1.3,1.0,0.8,0.25,0,0.286,-0.312,0.785,2.333,1.2,0.5,1.667,11,1,0.0,0.0,0,48,0.0,0.0,0.0,
PG/SG,Talen Horton-Tucker (38240176),Talen Horton-tucker,38240176,PG/SG/G/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,10.52,DAL,CHI,DAL,Talen Horton-Tucker,22024,1629659,1610612741,22401028,3/22/2025,CHI @ LAL,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,0.0,1,3/22/2025,Talen Horton-Tucker,0.0,4,CHI @ LAL,W,Chicago Bulls,1.853,1.28,1.1,0.0,0.4,0.0,0,0.0,0,5,10.929,10.296,7.67,1.4,2.16,0,-0.74,0.1,0.1,0.1,142,0,0,0,0,0,0,0,0,8.43,0.916,11.06,9.2,4.333,4.4,0,0.15,7.602,-0.5,-1.3,-1.333,-1.8,0,1.333,0,6.802,5.4,3.6,0.333,0.2,0.0,0,0.0,1.265,1.68,1.6,0.333,0.8,0.0,0,0.0,-0.083,0.056,4.867,4.8,0.0,1.25,12,1,0.0,0.0,0,48,0.0,0.0,0.0,
SF/PF,Julian Phillips (38240180),Julian Phillips,38240180,SF/PF/F/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,9.3,DAL,CHI,DAL,Julian Phillips,22024,1641763,1610612741,22401063,3/27/2025,CHI vs. LAL,W,7,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-6,0.0,1,3/27/2025,Julian Phillips,0.0,-6,CHI vs. LAL,W,Chicago Bulls,1.524,0.465,0.9,0.333,0.2,0.0,0,0.0,0,3,11.42,9.424,11.67,0.967,5.3,0,-2.74,0.2,0.2,0.1,147,0,1,0,0,0,0,0,0,8.656,0.528,14.014,16.4,7.667,13.0,0,0.262,10.207,-0.296,3.8,1.333,3.2,1,-0.857,0,5.317,4.423,4.6,0.0,1.6,0.0,0,0.0,2.413,2.085,2.6,0.667,2.0,0.0,0,0.0,0.085,0.0,8.733,3.4,0.0,2.917,9,1,13.0,9.37,0,48,13.0,13.0,0.0,
PF,Emanuel Miller (38240184),Emanuel Miller,38240184,PF/F/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,0.0,DAL,CHI,DAL,Emanuel Miller,22024,1641801,1610612741,22400886,3/4/2025,CHI vs. CLE,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,0.0,1,3/4/2025,Emanuel Miller,0.0,-3,CHI vs. CLE,L,Chicago Bulls,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,124,0,1,0,0,0,0,0,0,0.0,0.0,2.0,2.0,2.0,2.0,0,0.1,0.0,-3.0,-3.0,-3.0,-3.0,0,-1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.0,0.0,0.0,0.0,0.837,12,0,0.0,0.0,0,48,0.0,0.0,0.0,G-League
SG,Ayo Dosunmu (38240187),Ayo Dosunmu,38240187,SG/G/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,26.14,DAL,CHI,DAL,Ayo Dosunmu,22024,1630245,1610612741,22400855,2/28/2025,CHI vs. TOR,W,23,5,9,0.556,0,2,0.0,1,2,0.5,0,5,5,2,1,0,1,2,11,9,22.0,1,2/28/2025,Ayo Dosunmu,22.0,9,CHI vs. TOR,W,Chicago Bulls,2.359,4.522,4.7,3.667,3.4,0.087,0,0.688,0,8,8.763,25.765,25.01,25.033,21.9,0,0.2,0.9,0.8,0.5,120,0,1,1,1,1,0,0,0,5.249,0.175,30.283,30.0,28.667,27.2,0,0.958,12.712,-5.087,-8.6,-5.333,-11.4,0,0.391,0,5.896,12.304,12.1,13.0,11.4,0.478,0,0.968,1.751,3.5,2.8,4.333,3.0,0.217,0,1.222,-0.146,0.438,1.333,2.8,0.478,8.712,3,1,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PG,Jahmir Young (38240190),Jahmir Young,38240190,PG/G/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,2.75,DAL,CHI,DAL,Jahmir Young,22024,1642443,1610612741,22400886,3/4/2025,CHI vs. CLE,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-3,2.7,1,3/4/2025,Jahmir Young,2.7,-3,CHI vs. CLE,L,Chicago Bulls,0.0,1.0,1.0,1.0,1.0,0.5,0,0.375,0,0,0.0,2.7,2.7,2.7,2.7,0,0.0,0.0,0.0,0.0,124,0,1,0,0,0,0,0,0,0.0,0.0,2.0,2.0,2.0,2.0,0,0.1,0.0,-3.0,-3.0,-3.0,-3.0,0,-1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0,0.24,-1.5,0.0,0.0,0.0,0.0,0.837,11,0,0.0,0.0,0,48,0.0,0.0,0.0,G-League
C,E.J. Liddell (38240193),Ej Liddell,38240193,C/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,CHI,4.32,DAL,CHI,DAL,E.J. Liddell,22024,1630604,1610612741,22400886,3/4/2025,CHI vs. CLE,L,2,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,0.0,1,3/4/2025,E.J. Liddell,0.0,-3,CHI vs. CLE,L,Chicago Bulls,0.787,0.429,0.429,0.667,0.6,0.0,1,0.0,0,92,5.969,4.214,4.214,5.667,5.9,1,0.0,0.0,0.0,0.0,124,0,1,0,0,0,0,0,0,5.589,1.186,4.714,4.714,7.667,6.0,1,0.1,4.99,0.714,0.714,1.333,1.6,1,-1.5,0,2.478,2.143,2.143,2.333,3.0,0.0,1,0.0,1.496,0.714,0.714,1.667,1.0,0.0,1,0.0,-0.235,0.265,2.952,1.286,0.0,0.837,10,0,0.0,0.0,0,48,0.0,0.0,0.0,Out
