Position,Name + ID,PLAYER_NAME,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Visitor,Home,Opp,DK Player,SEASON_ID,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,MATCHUP,WL,Minutes Last Game,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE,GAME DATE,PLAYER,DK,PLUS MINUS,MATCH UP,W/L,TEAM,AST_CONSISTENCY,AST_CUM_AVG,AST_LAST_10_AVG,AST_LAST_3_AVG,AST_LAST_5_AVG,AST_PER_MIN,AST_TREND,AST_VS_TEAM_AVG,BLOWOUT_GAME,DAYS_REST,DK_CONSISTENCY,DK_CUM_AVG,DK_LAST_10_AVG,DK_LAST_3_AVG,DK_LAST_5_AVG,DK_TREND,DK_TREND_5,FREQ_ABOVE_20,FREQ_ABOVE_25,FREQ_ABOVE_30,GAME_DAY,IS_B2B,IS_HOME,IS_TOP_3_PROJ,LOW_MIN_TOP_PLAYER,MIN_ABOVE_20,MIN_ABOVE_25,MIN_ABOVE_30,MIN_ABOVE_AVG_STREAK,MIN_CONSISTENCY,MIN_CONSISTENCY_SCORE,MIN_CUM_AVG,MIN_LAST_10_AVG,MIN_LAST_3_AVG,MIN_LAST_5_AVG,MIN_TREND,MIN_VS_TEAM_AVG,PLUS MINUS_CONSISTENCY,PLUS MINUS_CUM_AVG,PLUS MINUS_LAST_10_AVG,PLUS MINUS_LAST_3_AVG,PLUS MINUS_LAST_5_AVG,PLUS MINUS_TREND,PLUS_MINUS_PER_MIN,PTS_ABOVE_AVG_STREAK,PTS_CONSISTENCY,PTS_CUM_AVG,PTS_LAST_10_AVG,PTS_LAST_3_AVG,PTS_LAST_5_AVG,PTS_PER_MIN,PTS_TREND,PTS_VS_TEAM_AVG,REB_CONSISTENCY,REB_CUM_AVG,REB_LAST_10_AVG,REB_LAST_3_AVG,REB_LAST_5_AVG,REB_PER_MIN,REB_TREND,REB_VS_TEAM_AVG,RECENT_IMPACT,RECENT_SCORING_EFF,ROLE_CHANGE_3_10,ROLE_CHANGE_5_10,SCORING_EFFICIENCY,TEAM_MIN_PERCENTAGE,TEAM_PROJ_RANK,WIN,Minutes,Projection,Min Minutes,Max Minutes,Original_Minutes,Predicted_Minutes,Min_Required_Minutes,injury
SG/SF,Luguentz Dort (38239822),Luguentz Dort,38239822,SG/SF/F/G/UTIL,4700,IND@OKC 03/29/2025 08:00PM ET,OKC,21.71,IND,OKC,IND,Luguentz Dort,22024,1629652,1610612760,22401064,3/27/2025,OKC vs. MEM,W,29,3,8,0.375,3,7,0.429,0,0,0.0,1,0,1,5,3,0,0,2,9,27,26.7,1,3/27/2025,Luguentz Dort,26.7,27,OKC vs. MEM,W,Oklahoma City Thunder,1.524,1.662,1.9,2.667,1.8,0.172,1,2.321,1,2,10.013,21.797,23.77,24.933,21.7,0,-4.54,1.0,0.9,0.4,147,0,1,0,0,1,1,0,0,4.218,0.137,29.246,30.7,30.0,31.2,1,1.577,13.319,7.708,12.5,14.333,14.2,1,0.931,0,6.201,9.908,10.7,10.667,10.4,0.31,1,0.936,2.757,4.138,4.6,3.0,4.0,0.034,0,0.289,0.481,0.354,0.7,0.5,0.31,12.134,6,1,30.0,22.7,0,48,30.0,30.0,0.0,
SG/SF,Aaron Nesmith (38239830),Aaron Nesmith,38239830,SG/SF/F/G/UTIL,4700,IND@OKC 03/29/2025 08:00PM ET,IND,20.92,IND,OKC,OKC,Aaron Nesmith,22024,1630174,1610612754,22401061,3/27/2025,IND @ WAS,W,19,4,7,0.571,3,5,0.6,0,0,0.0,1,3,4,0,0,0,2,2,11,12,13.8,1,3/27/2025,Aaron Nesmith,13.8,12,IND @ WAS,W,Indiana Pacers,0.823,1.351,1.3,1.0,0.8,0.0,0,0.0,0,1,8.182,20.432,23.89,21.967,20.64,1,-2.84,0.9,0.5,0.4,147,1,0,0,0,0,0,0,0,6.45,0.235,24.784,27.4,21.333,24.2,0,1.108,14.831,5.027,5.2,7.0,6.0,1,0.632,0,6.734,11.514,14.3,13.667,12.2,0.579,1,0.951,1.687,3.784,4.2,4.0,4.2,0.211,1,1.12,0.322,0.635,6.067,3.2,0.579,7.917,5,1,29.0,24.76,0,48,29.0,29.0,0.0,
SG/SF,Max Christie (38239847),Max Christie,38239847,SG/SF/F/G/UTIL,4600,DAL@CHI 03/29/2025 08:00PM ET,DAL,19.19,DAL,CHI,CHI,Max Christie,22024,1631108,1610612742,22401060,3/27/2025,DAL @ ORL,W,29,3,6,0.5,2,3,0.667,4,4,1.0,0,3,3,2,2,0,1,0,12,0,23.6,1,3/27/2025,Max Christie,23.6,0,DAL @ ORL,W,Dallas Mavericks,1.418,1.929,2.3,2.0,1.8,0.069,0,0.952,0,2,8.053,18.976,20.61,17.933,21.3,1,-1.7,1.0,0.9,0.4,147,0,0,0,0,1,1,0,2,4.408,0.146,27.329,30.1,28.667,29.2,1,1.208,10.77,-0.929,-3.0,6.333,3.2,1,0,1,5.228,9.514,10.0,9.333,10.0,0.414,1,1.188,2.44,3.271,4.8,3.0,5.0,0.103,1,0.75,0.223,0.331,1.433,0.9,0.414,12.083,6,1,27.0,19.36,0,48,27.0,27.0,0.0,
PG,Malcolm Brogdon (38239842),Malcolm Brogdon,38239842,PG/G/UTIL,4600,BKN@WAS 03/29/2025 07:00PM ET,WAS,24.74,BKN,WAS,BKN,Malcolm Brogdon,22024,1627763,1610612764,22400771,2/12/2025,WAS vs. IND,L,15,5,9,0.556,0,0,0.0,2,2,1.0,0,0,0,6,0,0,1,0,12,2,20.0,1,2/12/2025,Malcolm Brogdon,20.0,2,WAS vs. IND,L,Washington Wizards,1.874,4.083,4.8,5.0,4.6,0.4,1,2.276,0,2,8.565,24.05,22.48,21.367,21.02,0,1.0,0.6,0.2,0.0,109,0,1,0,0,0,0,0,0,4.993,0.233,23.542,21.4,19.0,19.2,0,0.62,10.137,-5.042,-0.1,0.0,3.6,1,0.133,0,5.211,12.708,10.6,10.0,10.6,0.8,0,1.015,1.838,3.792,3.4,2.667,2.6,0.0,0,0.0,0.043,0.561,2.4,2.2,0.8,5.639,4,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
C,Adem Bona (38239840),Adem Bona,38239840,C/UTIL,4600,MIA@PHI 03/29/2025 07:30PM ET,PHI,11.13,MIA,PHI,MIA,Adem Bona,22024,1641737,1610612755,22401053,3/26/2025,PHI vs. WAS,L,23,3,6,0.5,0,0,0.0,0,0,0.0,3,3,6,3,0,3,0,3,6,-4,26.7,1,3/26/2025,Adem Bona,26.7,-4,PHI vs. WAS,L,Philadelphia 76ers,0.876,0.408,0.9,1.333,1.2,0.13,1,1.227,0,2,13.682,11.829,23.51,28.467,27.72,1,-4.96,0.5,0.2,0.2,146,0,1,0,0,1,0,0,7,9.104,0.455,12.898,20.0,25.333,24.6,1,0.859,11.146,-0.735,-1.3,-8.333,-5.0,0,-0.174,7,4.859,4.061,8.5,9.333,10.6,0.261,1,0.474,4.392,3.429,5.8,7.333,6.6,0.261,1,1.149,-0.364,0.349,5.333,4.6,0.261,9.544,5,0,28.0,19.98,0,48,22.0,22.0,0.0,
C,Nikola Jovic (38239845),Nikola Jovic,38239845,C/UTIL,4600,MIA@PHI 03/29/2025 07:30PM ET,MIA,22.32,MIA,PHI,PHI,Nikola Jovic,22024,1631107,1610612748,22400817,2/23/2025,MIA @ MIL,L,15,3,4,0.75,1,2,0.5,0,0,0.0,0,2,2,0,0,0,0,2,7,10,9.4,1,2/23/2025,Nikola Jović,9.4,10,MIA @ MIL,L,Miami Heat,2.348,2.848,3.2,2.0,2.0,0.0,0,0.0,0,2,10.455,21.728,21.94,15.2,16.56,0,-1.56,0.9,0.7,0.4,115,0,0,0,0,0,0,0,0,6.583,0.227,25.217,29.0,25.0,26.2,1,0.56,10.349,-0.435,-3.0,3.333,-1.6,0,0.667,0,5.736,10.739,11.7,6.667,8.2,0.467,0,0.558,2.452,3.913,3.7,2.667,3.8,0.133,0,0.391,0.199,0.302,4.0,2.8,0.467,6.224,5,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
C,Jaylin Williams (38239835),Jaylin Williams,38239835,C/UTIL,4600,IND@OKC 03/29/2025 08:00PM ET,OKC,19.26,IND,OKC,IND,Jaylin Williams,22024,1631119,1610612760,22401064,3/27/2025,OKC vs. MEM,W,8,1,2,0.5,1,1,1.0,0,0,0.0,0,3,3,0,0,0,0,0,3,6,6.6,1,3/27/2025,Jaylin Williams,6.6,6,OKC vs. MEM,W,Oklahoma City Thunder,4.29,2.465,3.2,1.333,3.8,0.0,1,0.0,0,2,18.853,18.828,23.76,19.533,28.7,1,0.48,0.4,0.2,0.2,147,0,1,0,0,0,0,0,0,10.528,0.548,16.814,19.2,14.667,21.0,1,0.435,14.821,6.07,10.9,3.333,12.8,1,0.75,0,6.045,5.837,8.1,8.0,11.4,0.375,1,0.312,4.638,5.651,6.8,6.0,8.0,0.375,1,0.867,0.275,0.535,4.533,1.8,0.375,3.347,7,1,14.0,15.24,0,48,14.0,14.0,0.0,Questionable
PG,T.J. McConnell (38239837),Tj McConnell,38239837,PG/G/UTIL,4600,IND@OKC 03/29/2025 08:00PM ET,IND,21.17,IND,OKC,OKC,T.J. McConnell,22024,204456,1610612754,22401061,3/27/2025,IND @ WAS,W,17,5,7,0.714,0,0,0.0,0,0,0.0,3,6,9,8,0,0,1,1,10,26,31.8,1,3/27/2025,T.J. McConnell,31.8,26,IND @ WAS,W,Indiana Pacers,4.04,4.5,4.9,4.667,3.8,0.471,0,2.333,1,1,11.635,21.53,20.97,22.667,21.1,0,2.88,0.2,0.1,0.0,147,1,0,0,0,0,0,0,0,4.894,0.275,17.9,17.8,15.333,15.6,0,0.992,15.261,-0.614,-1.3,8.0,4.4,1,1.529,1,3.048,9.2,7.8,8.333,8.0,0.588,0,0.864,2.514,2.471,3.1,5.0,4.0,0.529,1,2.52,0.422,0.531,2.467,2.2,0.588,7.083,8,1,17.0,18.52,0,48,17.0,17.0,0.0,
PF,Matas Buzelis (38239854),Matas Buzelis,38239854,PF/F/UTIL,4500,DAL@CHI 03/29/2025 08:00PM ET,CHI,15.38,DAL,CHI,DAL,Matas Buzelis,22024,1641824,1610612741,22401063,3/27/2025,CHI vs. LAL,W,25,3,10,0.3,2,5,0.4,4,5,0.8,2,5,7,1,0,0,1,1,12,3,20.9,1,3/27/2025,Matas Buzelis,20.9,3,CHI vs. LAL,W,Chicago Bulls,0.568,0.845,1.1,1.333,1.0,0.04,1,0.273,0,3,9.679,15.423,20.01,27.867,20.06,1,-2.38,0.7,0.3,0.1,147,0,1,0,0,1,0,0,3,6.008,0.251,17.62,23.9,26.333,23.8,1,0.938,13.076,-0.915,1.9,7.0,1.0,1,0.12,3,7.775,7.775,11.7,17.667,12.6,0.48,1,0.908,2.7,3.169,3.8,4.333,2.8,0.28,0,1.312,0.218,0.643,2.433,0.1,0.48,10.417,5,1,25.0,23.26,0,48,25.0,25.0,0.0,
C,Jaxson Hayes (38239852),Jaxson Hayes,38239852,C/UTIL,4500,LAL@MEM 03/29/2025 08:00PM ET,LAL,17.66,LAL,MEM,MEM,Jaxson Hayes,22024,1629637,1610612747,22401063,3/27/2025,LAL @ CHI,L,32,9,11,0.818,0,0,0.0,1,2,0.5,3,5,8,1,0,1,0,3,19,-9,33.1,1,3/27/2025,Jaxson Hayes,33.1,-9,LAL @ CHI,L,Los Angeles Lakers,1.35,1.146,1.6,0.667,1.4,0.031,1,0.3,0,1,8.348,18.527,24.54,20.933,20.42,1,2.54,0.7,0.4,0.2,147,1,0,0,0,1,1,1,1,5.945,0.241,19.938,24.7,22.667,21.8,1,1.205,12.076,1.688,-0.6,-10.667,-10.8,0,-0.281,2,5.621,7.208,11.6,12.0,11.0,0.594,1,1.462,2.821,4.771,6.2,4.667,4.6,0.25,0,1.8,-0.52,0.513,2.033,2.9,0.594,13.389,4,0,18.0,15.97,0,48,18.0,18.0,0.0,
SG/SF,Lonnie Walker IV (38239857),Lonnie Walker Iv,38239857,SG/SF/F/G/UTIL,4500,MIA@PHI 03/29/2025 07:30PM ET,PHI,16.2,MIA,PHI,MIA,Lonnie Walker IV,22024,1629022,1610612755,22401018,3/21/2025,PHI @ SAS,L,11,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,1,2,0,1,0,3,-8,9.5,1,3/21/2025,Lonnie Walker IV,9.5,-8,PHI @ SAS,L,Philadelphia 76ers,1.944,1.818,2.0,2.0,2.8,0.091,1,0.3,0,9,14.237,15.418,16.72,11.067,20.12,1,-0.28,0.6,0.4,0.1,141,0,0,0,0,0,0,0,0,11.539,0.595,18.545,19.4,13.667,20.6,1,0.411,11.084,-8.091,-8.2,-7.0,-7.6,1,-0.727,0,7.92,7.727,8.5,4.667,11.2,0.273,1,0.225,3.573,3.0,3.1,2.0,3.6,0.0,1,0.0,-0.58,0.32,5.733,1.2,0.273,4.564,8,0,25.0,19.19,0,48,25.0,25.0,0.0,Playing
C,Day'Ron Sharpe (38239862),Dayron Sharpe,38239862,C/UTIL,4400,BKN@WAS 03/29/2025 07:00PM ET,BKN,21.84,BKN,WAS,WAS,Day'Ron Sharpe,22024,1630549,1610612751,22401040,3/24/2025,BKN vs. DAL,L,24,5,8,0.625,0,2,0.0,0,0,0.0,2,5,7,4,4,0,1,2,10,-6,35.4,1,3/24/2025,Day'Ron Sharpe,35.4,-6,BKN vs. DAL,L,Brooklyn Nets,1.337,1.82,2.3,2.667,2.2,0.167,1,1.333,0,2,8.405,22.31,23.39,22.6,22.42,1,-0.06,0.3,0.1,0.1,144,0,1,1,1,1,0,0,1,4.795,0.239,18.12,20.1,21.333,20.2,1,1.0,7.772,1.28,1.2,0.0,4.4,1,-0.25,1,2.47,7.94,7.1,6.0,7.0,0.417,0,0.99,3.615,6.6,7.2,6.333,6.6,0.292,0,1.892,0.004,0.265,1.233,0.1,0.417,10.0,3,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
SF/PF,Noah Clowney (38239868),Noah Clowney,38239868,SF/PF/F/UTIL,4400,BKN@WAS 03/29/2025 07:00PM ET,BKN,17.66,BKN,WAS,WAS,Noah Clowney,22024,1641730,1610612751,22401054,3/26/2025,BKN vs. TOR,L,28,1,9,0.111,1,6,0.167,2,2,1.0,1,4,5,2,2,1,4,3,5,-22,19.0,1,3/26/2025,Noah Clowney,19.0,-22,BKN vs. TOR,L,Brooklyn Nets,0.738,0.867,0.9,1.667,1.4,0.071,1,1.125,1,2,8.315,17.016,15.37,15.233,13.34,0,0.86,0.5,0.3,0.1,146,0,1,0,0,1,1,0,1,6.343,0.292,22.8,21.7,25.333,22.6,0,1.054,8.028,-6.089,-2.0,-8.0,-4.2,1,-0.786,0,5.813,9.044,7.7,5.333,5.4,0.179,0,0.523,1.776,3.911,3.6,5.333,4.2,0.179,1,1.047,-0.295,0.215,3.633,0.9,0.179,11.715,6,0,28.0,22.37,0,48,24.0,24.0,0.0,Starting
PG/SG,Luke Kennard (38239864),Luke Kennard,38239864,PG/SG/G/UTIL,4400,LAL@MEM 03/29/2025 08:00PM ET,MEM,20.34,LAL,MEM,LAL,Luke Kennard,22024,1628379,1610612763,22401064,3/27/2025,MEM @ OKC,L,26,3,4,0.75,1,2,0.5,2,2,1.0,1,4,5,1,0,0,5,1,9,-2,11.5,1,3/27/2025,Luke Kennard,11.5,-2,MEM @ OKC,L,Memphis Grizzlies,2.413,3.448,3.4,3.667,4.4,0.038,1,0.429,0,2,10.997,19.548,20.24,21.833,22.4,1,-1.86,0.8,0.6,0.1,147,0,0,0,0,1,1,0,6,5.077,0.203,22.845,25.0,26.0,26.2,1,1.311,17.536,2.31,-3.8,1.0,-7.0,0,-0.077,0,8.316,9.534,9.6,10.667,9.2,0.346,0,1.038,1.337,2.828,2.7,3.333,3.0,0.192,1,1.667,0.074,0.404,1.0,1.2,0.346,10.924,6,0,24.0,21.42,0,48,24.0,24.0,0.0,
PF/C,Dorian Finney-Smith (38239872),Dorian Finney-smith,38239872,PF/C/F/UTIL,4400,LAL@MEM 03/29/2025 08:00PM ET,LAL,18.42,LAL,MEM,MEM,Dorian Finney-Smith,22024,1627827,1610612747,22401063,3/27/2025,LAL @ CHI,L,30,1,5,0.2,1,5,0.2,0,0,0.0,0,4,4,2,1,0,3,1,3,-10,10.8,1,3/27/2025,Dorian Finney-Smith,10.8,-10,LAL @ CHI,L,Los Angeles Lakers,1.398,1.345,1.2,1.0,1.6,0.067,1,0.6,0,1,8.79,18.087,17.78,20.767,20.0,1,-1.86,1.0,0.9,0.5,147,1,0,0,0,1,1,0,3,4.994,0.159,28.473,31.5,32.0,29.4,1,1.13,15.263,4.164,0.5,-5.667,-2.0,0,-0.333,0,5.147,8.4,8.4,9.333,8.8,0.1,1,0.231,1.792,3.982,3.9,4.667,4.0,0.133,1,0.9,-0.179,0.285,0.5,2.1,0.1,12.552,6,0,33.0,22.72,0,48,33.0,33.0,0.0,
PG/SG,AJ Johnson (38239884),Aj Johnson,38239884,PG/SG/G/UTIL,4300,BKN@WAS 03/29/2025 07:00PM ET,WAS,11.94,BKN,WAS,BKN,AJ Johnson,22024,1642358,1610612764,22401061,3/27/2025,WAS vs. IND,L,27,1,7,0.143,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,-41,5.6,1,3/27/2025,AJ Johnson,5.6,-41,WAS vs. IND,L,Washington Wizards,2.224,2.35,3.5,3.0,3.0,0.0,1,0.0,1,1,8.12,12.075,18.77,19.767,19.42,1,-4.32,0.8,0.6,0.2,147,1,1,0,0,1,1,0,9,8.879,0.358,15.85,24.8,29.667,28.0,1,1.227,15.655,-0.85,-3.2,-15.333,-6.8,0,-1.519,0,4.926,5.65,8.6,9.333,10.2,0.074,1,0.202,2.234,2.0,3.1,4.667,3.6,0.111,1,1.065,-0.587,0.315,4.867,3.2,0.074,11.157,8,0,29.0,25.3,0,48,29.0,29.0,0.0,Starting
C,Zach Edey (38239882),Zach Edey,38239882,C/UTIL,4300,LAL@MEM 03/29/2025 08:00PM ET,MEM,23.42,LAL,MEM,LAL,Zach Edey,22024,1641744,1610612763,22401064,3/27/2025,MEM @ OKC,L,17,2,2,1.0,0,0,0.0,4,4,1.0,1,3,4,1,0,1,0,2,8,-6,17.3,1,3/27/2025,Zach Edey,17.3,-6,MEM @ OKC,L,Memphis Grizzlies,0.789,0.931,1.2,1.667,1.6,0.059,1,0.429,0,2,9.14,23.779,23.08,24.1,23.6,0,-1.96,0.5,0.1,0.0,147,0,0,0,0,0,0,0,0,5.314,0.275,20.621,19.3,18.333,18.0,0,0.857,11.047,1.707,-3.6,3.667,-4.4,0,-0.353,0,3.071,9.241,8.9,10.333,9.8,0.471,1,0.923,3.381,7.603,6.9,6.333,6.0,0.235,0,1.333,0.175,0.552,0.967,1.3,0.471,7.143,5,0,19.0,20.98,0,48,19.0,19.0,0.0,
SG/SF,Dalton Knecht (38239888),Dalton Knecht,38239888,SG/SF/F/G/UTIL,4300,LAL@MEM 03/29/2025 08:00PM ET,LAL,15.75,LAL,MEM,MEM,Dalton Knecht,22024,1642261,1610612747,22401063,3/27/2025,LAL @ CHI,L,12,0,2,0.0,0,2,0.0,0,0,0.0,0,3,3,1,0,0,0,1,0,5,5.1,1,3/27/2025,Dalton Knecht,5.1,5,LAL @ CHI,L,Los Angeles Lakers,1.252,0.914,1.3,0.333,1.0,0.083,1,0.3,0,1,11.322,14.949,15.13,4.1,10.06,0,-2.4,0.4,0.2,0.2,147,1,0,0,0,0,0,0,0,11.045,0.614,20.014,18.0,7.333,12.0,0,0.452,8.504,-0.971,-2.9,5.667,-0.2,1,0.417,0,9.48,9.314,9.9,2.0,5.8,0.0,0,0.0,1.506,2.886,2.4,1.333,1.8,0.25,0,0.675,0.939,0.4,10.667,6.0,0.0,5.021,7,0,5.0,3.91,0,48,5.0,5.0,0.0,
PG,Chris Paul (38239879),Chris Paul,38239879,PG/G/UTIL,4300,BOS@SAS 03/29/2025 08:00PM ET,SAS,28.0,BOS,SAS,BOS,Chris Paul,22024,101108,1610612759,22401059,3/27/2025,SAS @ CLE,L,33,2,10,0.2,1,4,0.25,0,0,0.0,0,4,4,5,2,0,1,2,5,4,22.3,1,3/27/2025,Chris Paul,22.3,4,SAS @ CLE,L,San Antonio Spurs,2.558,7.639,6.1,4.667,5.2,0.152,0,1.852,0,2,7.159,27.442,21.85,18.733,23.04,0,-0.78,0.9,0.3,0.2,147,0,0,0,0,1,1,1,1,4.662,0.193,28.014,24.2,25.333,26.6,0,1.381,12.761,0.556,-1.2,6.333,2.6,1,0.121,0,4.999,8.681,7.1,3.333,8.0,0.152,0,0.431,1.944,3.597,3.0,2.0,3.2,0.121,0,0.8,0.263,0.128,1.133,2.4,0.152,13.808,5,0,24.0,21.62,0,48,24.0,24.0,0.0,
C,Luke Kornet (38239893),Luke Kornet,38239893,C/UTIL,4300,BOS@SAS 03/29/2025 08:00PM ET,BOS,16.91,BOS,SAS,SAS,Luke Kornet,22024,1628436,1610612738,22401058,3/26/2025,BOS @ PHX,W,18,1,3,0.333,0,0,0.0,0,0,0.0,0,5,5,0,0,2,0,0,2,15,14.0,1,3/26/2025,Luke Kornet,14.0,15,BOS @ PHX,W,Boston Celtics,1.229,1.569,0.8,2.0,1.2,0.0,0,0.0,0,2,9.152,17.908,18.2,23.2,18.68,1,-2.62,0.4,0.2,0.0,146,0,0,0,0,0,0,0,0,6.205,0.318,18.138,19.5,21.0,18.4,1,0.904,10.713,4.985,7.1,14.0,11.0,1,0.833,0,4.322,5.415,6.7,9.333,6.6,0.111,1,0.182,2.415,5.077,5.5,6.0,5.4,0.278,1,1.25,0.676,0.432,1.5,1.1,0.111,7.531,8,1,16.0,16.14,0,48,16.0,16.0,0.0,
PG,Davion Mitchell (38239876),Davion Mitchell,38239876,PG/G/UTIL,4300,MIA@PHI 03/29/2025 07:30PM ET,MIA,19.02,MIA,PHI,PHI,Davion Mitchell,22024,1630558,1610612748,22401062,3/27/2025,MIA vs. ATL,W,36,6,12,0.5,4,5,0.8,0,0,0.0,1,1,2,6,1,0,0,3,16,9,30.4,1,3/27/2025,Davion Mitchell,30.4,9,MIA vs. ATL,W,Miami Heat,2.201,4.667,4.2,6.667,5.6,0.167,1,2.077,0,2,8.476,18.524,23.14,30.0,26.56,1,-0.58,0.8,0.7,0.7,147,0,1,0,0,1,1,1,6,7.18,0.239,26.833,30.0,34.667,34.0,1,1.344,11.813,-1.061,-1.0,13.333,6.6,1,0.25,6,3.836,7.485,10.4,13.333,12.8,0.444,1,1.18,2.486,2.167,3.2,3.333,2.8,0.056,1,0.486,0.387,0.384,4.667,4.0,0.444,14.938,5,1,33.0,22.85,0,48,33.0,33.0,0.0,
SF/PF,Sam Hauser (38239895),Sam Hauser,38239895,SF/PF/F/UTIL,4200,BOS@SAS 03/29/2025 08:00PM ET,BOS,15.88,BOS,SAS,SAS,Sam Hauser,22024,1630573,1610612738,22401058,3/26/2025,BOS @ PHX,W,21,4,5,0.8,3,4,0.75,0,0,0.0,0,3,3,3,3,0,0,1,11,10,28.1,1,3/26/2025,Sam Hauser,28.1,10,BOS @ PHX,W,Boston Celtics,0.966,0.903,0.6,1.0,0.8,0.143,0,1.091,0,3,13.053,15.197,18.36,25.633,21.64,1,3.7,0.8,0.6,0.3,146,0,0,0,0,1,0,0,0,9.298,0.362,21.274,25.7,29.667,29.2,1,1.054,8.845,4.806,3.3,10.333,3.0,0,0.476,5,10.08,8.145,11.5,16.333,13.6,0.524,1,1.0,2.312,3.081,3.3,2.333,3.2,0.143,1,0.75,0.382,0.541,3.967,3.5,0.524,8.787,7,1,22.0,18.22,0,48,22.0,22.0,0.0,
PF/C,Obi Toppin (38239899),Obi Toppin,38239899,PF/C/F/UTIL,4200,IND@OKC 03/29/2025 08:00PM ET,IND,19.9,IND,OKC,OKC,Obi Toppin,22024,1630167,1610612754,22401061,3/27/2025,IND @ WAS,W,16,7,9,0.778,1,3,0.333,0,0,0.0,0,2,2,4,1,0,0,1,15,25,26.4,1,3/27/2025,Obi Toppin,26.4,25,IND @ WAS,W,Indiana Pacers,1.43,1.557,1.6,1.667,1.2,0.25,0,1.167,1,1,13.299,19.513,21.36,20.5,18.12,0,1.32,0.5,0.1,0.1,147,1,0,0,0,0,0,0,0,9.866,0.455,19.529,21.7,19.667,19.0,0,0.933,11.03,-1.286,0.9,6.333,1.2,1,1.562,1,8.672,10.471,13.1,15.0,12.4,0.938,1,1.296,3.12,3.957,3.8,1.667,2.6,0.125,0,0.56,0.416,0.766,2.033,2.7,0.938,6.667,7,1,19.0,19.32,0,48,19.0,19.0,0.0,
SG,Tyrese Martin (38239908),Tyrese Martin,38239908,SG/G/UTIL,4100,BKN@WAS 03/29/2025 07:00PM ET,BKN,17.49,BKN,WAS,WAS,Tyrese Martin,22024,1631213,1610612751,22401068,3/28/2025,BKN vs. LAC,L,19,2,7,0.286,2,5,0.4,0,0,0.0,0,4,4,1,0,0,0,1,6,-11,12.3,1,3/28/2025,Tyrese Martin,12.3,-11,BKN vs. LAC,L,Brooklyn Nets,1.703,1.909,3.3,3.667,3.2,0.053,1,0.519,0,4,5.909,16.587,20.25,17.3,17.36,1,-3.28,0.8,0.4,0.2,148,0,1,0,0,0,0,0,0,4.872,0.196,21.618,24.8,24.0,24.4,1,1.099,8.357,-4.655,-2.5,-10.0,-7.8,0,-0.579,0,5.25,8.418,9.3,7.0,6.8,0.316,0,0.84,1.354,3.618,3.5,4.0,3.8,0.211,1,1.302,-0.436,0.292,0.8,0.4,0.316,7.851,8,0,26.0,23.45,0,48,26.0,26.0,0.0,Starting
SF,Saddiq Bey (38239911),Saddiq Bey,38239911,SF/F/UTIL,4100,BKN@WAS 03/29/2025 07:00PM ET,WAS,0.0,BKN,WAS,BKN,Saddiq Bey,0,0,0,0,,,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
SG/SF,Jordan Goodwin (38239903),Jordan Goodwin,38239903,SG/SF/F/G/UTIL,4100,LAL@MEM 03/29/2025 08:00PM ET,LAL,17.01,LAL,MEM,MEM,Jordan Goodwin,22024,1630692,1610612747,22401063,3/27/2025,LAL @ CHI,L,18,3,4,0.75,2,3,0.667,0,0,0.0,0,2,2,2,1,2,1,3,8,3,21.4,1,3/27/2025,Jordan Goodwin,21.4,3,LAL @ CHI,L,Los Angeles Lakers,1.449,1.45,2.1,1.0,1.8,0.111,1,0.6,0,1,11.432,17.595,18.67,9.5,14.34,0,-1.14,0.6,0.6,0.3,147,1,0,0,0,0,0,0,0,9.267,0.401,20.3,23.1,12.667,16.8,0,0.678,8.528,-1.3,-4.5,-1.667,-5.4,0,0.167,1,4.78,6.5,5.8,3.667,4.6,0.444,0,0.615,2.066,3.85,3.6,1.667,3.2,0.111,0,0.45,-0.325,0.269,10.433,6.3,0.444,7.531,5,0,14.0,9.37,0,48,14.0,14.0,0.0,
