PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,REB,AST,STL,BLK,TOV,PLUS MINUS,DK
Rudy Gobert,MIN,MIN @ HOU,12/27/2024,W,29,7,9,0,0,2,0,-18,22.25
Javonte Green,NOP,NOP vs. MEM,12/27/2024,L,3,0,0,0,0,0,0,-10,0
Jeremiah Robinson-Earl,NOP,NOP vs. MEM,12/27/2024,L,23,5,6,2,2,0,0,-3,19.5
Trey Murphy III,NOP,NOP vs. MEM,12/27/2024,L,39,35,3,4,0,1,2,-2,48.25
Jay Huff,MEM,MEM @ NOP,12/27/2024,W,13,7,2,0,0,0,0,-15,10
Jake LaRavia,MEM,MEM @ NOP,12/27/2024,W,7,0,1,0,0,0,4,-9,-0.75
Zach Edey,MEM,MEM @ NOP,12/27/2024,W,27,14,9,2,1,2,1,5,33.75
Jaylen Wells,MEM,MEM @ NOP,12/27/2024,W,32,10,2,2,0,0,0,4,16
CJ McCollum,NOP,NOP vs. MEM,12/27/2024,L,35,32,5,4,1,1,1,-16,49.25
Luke Kennard,MEM,MEM @ NOP,12/27/2024,W,20,9,4,3,0,0,0,-7,20
Jaren Jackson Jr.,MEM,MEM @ NOP,12/27/2024,W,35,33,5,3,4,3,4,32,57.75
Brandon Clarke,MEM,MEM @ NOP,12/27/2024,W,19,3,4,0,2,2,1,2,15.5
John Konchar,MEM,MEM @ NOP,12/27/2024,W,6,0,3,1,0,0,1,1,4.75
Brandon Boston,NOP,NOP vs. MEM,12/27/2024,L,11,7,0,0,1,0,0,13,9.5
Herbert Jones,NOP,NOP vs. MEM,12/27/2024,L,28,4,5,3,3,2,2,4,23.75
Scotty Pippen Jr.,MEM,MEM @ NOP,12/27/2024,W,23,13,6,4,0,0,1,-8,27.5
Desmond Bane,MEM,MEM @ NOP,12/27/2024,W,32,18,4,8,4,0,1,14,43.5
Yves Missi,NOP,NOP vs. MEM,12/27/2024,L,27,6,6,2,0,3,3,-6,21
Dejounte Murray,NOP,NOP vs. MEM,12/27/2024,L,39,15,7,9,3,1,7,-15,42.25
Payton Pritchard,BOS,BOS vs. IND,12/27/2024,W,32,18,8,10,1,1,0,25,49
Daniel Theis,NOP,NOP vs. MEM,12/27/2024,L,21,11,11,6,1,1,1,-2,37.25
Jordan Hawkins,NOP,NOP vs. MEM,12/27/2024,L,15,9,2,0,2,1,1,-3,17.5
Josh Minott,MIN,MIN @ HOU,12/27/2024,W,6,3,0,1,1,0,0,6,7
DeAndre Jordan,DEN,DEN vs. CLE,12/27/2024,L,11,4,7,1,0,2,0,-1,18.25
Nikola Jokic,DEN,DEN vs. CLE,12/27/2024,L,36,27,14,13,3,0,1,-15,69.5
Georges Niang,CLE,CLE @ DEN,12/27/2024,W,16,3,1,3,0,0,0,-4,9.25
Jalen Brunson,NYK,NYK @ ORL,12/27/2024,W,37,26,3,9,2,0,1,19,46.75
Amen Thompson,HOU,HOU vs. MIN,12/27/2024,L,39,20,11,1,1,1,3,-4,37.75
Alperen Sengun,HOU,HOU vs. MIN,12/27/2024,L,41,38,12,1,1,0,2,-6,55.5
Jalen Green,HOU,HOU vs. MIN,12/27/2024,L,39,14,2,6,0,0,2,6,26
Nickeil Alexander-Walker,MIN,MIN @ HOU,12/27/2024,W,29,11,4,5,0,0,0,13,25
Aaron Holiday,HOU,HOU vs. MIN,12/27/2024,L,5,0,0,1,2,0,0,5,5.5
Donte DiVincenzo,MIN,MIN @ HOU,12/27/2024,W,37,22,4,4,2,1,2,11,41
Julius Randle,MIN,MIN @ HOU,12/27/2024,W,36,27,8,8,0,1,5,2,51
Mike Conley,MIN,MIN @ HOU,12/27/2024,W,24,3,2,2,2,0,0,-17,13
Reed Sheppard,HOU,HOU vs. MIN,12/27/2024,L,4,0,0,0,0,0,1,-6,-0.5
Cam Whitmore,HOU,HOU vs. MIN,12/27/2024,L,12,4,3,1,0,0,0,-8,9.25
Jae'Sean Tate,HOU,HOU vs. MIN,12/27/2024,L,16,6,6,0,2,0,1,4,17
Jaden McDaniels,MIN,MIN @ HOU,12/27/2024,W,20,2,5,1,3,0,2,-5,14.75
Anthony Edwards,MIN,MIN @ HOU,12/27/2024,W,35,24,5,3,0,1,3,-1,37.25
Fred VanVleet,HOU,HOU vs. MIN,12/27/2024,L,39,18,6,7,0,1,3,0,39
Steven Adams,HOU,HOU vs. MIN,12/27/2024,L,3,0,1,1,1,0,0,0,4.75
Ja Morant,MEM,MEM @ NOP,12/27/2024,W,25,25,2,7,1,0,3,21,40
Jusuf Nurkic,PHX,PHX vs. DAL,12/27/2024,L,14,3,5,2,1,1,4,-10,14.75
Kessler Edwards,DAL,DAL @ PHX,12/27/2024,W,1,0,0,0,0,0,0,-2,0
Daniel Gafford,DAL,DAL @ PHX,12/27/2024,W,29,16,5,1,0,2,1,8,27.25
Monté Morris,PHX,PHX vs. DAL,12/27/2024,L,18,0,3,2,0,0,0,2,6.75
Damion Lee,PHX,PHX vs. DAL,12/27/2024,L,1,2,0,0,0,0,0,2,2
Dwight Powell,DAL,DAL @ PHX,12/27/2024,W,15,0,4,3,0,1,0,-3,11.5
Spencer Dinwiddie,DAL,DAL @ PHX,12/27/2024,W,23,15,3,3,2,1,1,4,29.25
Bradley Beal,PHX,PHX vs. DAL,12/27/2024,L,38,11,3,4,2,1,4,-13,25.25
Klay Thompson,DAL,DAL @ PHX,12/27/2024,W,32,11,6,5,1,1,1,17,30
Kyrie Irving,DAL,DAL @ PHX,12/27/2024,W,40,20,4,5,1,0,5,12,34.5
Kevin Durant,PHX,PHX vs. DAL,12/27/2024,L,38,35,3,0,0,0,1,-3,39.75
Ryan Dunn,PHX,PHX vs. DAL,12/27/2024,L,21,5,5,1,3,1,0,-6,21.25
P.J. Washington,DAL,DAL @ PHX,12/27/2024,W,20,7,3,2,0,0,4,10,12.75
Tyus Jones,PHX,PHX vs. DAL,12/27/2024,L,24,3,2,6,0,1,2,-11,16
Olivier-Maxence Prosper,DAL,DAL @ PHX,12/27/2024,W,6,2,1,0,1,0,0,-1,5.25
Julian Strawther,DEN,DEN vs. CLE,12/27/2024,L,23,11,2,0,0,0,2,6,13
Dean Wade,CLE,CLE @ DEN,12/27/2024,W,26,11,3,5,0,2,1,19,27.25
Peyton Watson,DEN,DEN vs. CLE,12/27/2024,L,26,18,1,2,1,1,0,-16,27.25
Sam Merrill,CLE,CLE @ DEN,12/27/2024,W,19,9,3,0,0,2,0,10,18.25
Michael Porter Jr.,DEN,DEN vs. CLE,12/27/2024,L,32,18,4,3,0,0,1,-5,29.5
Spencer Jones,DEN,DEN vs. CLE,12/27/2024,L,2,0,0,0,0,0,0,2,0
Jaylon Tyson,CLE,CLE @ DEN,12/27/2024,W,2,0,1,1,0,0,0,-2,2.75
Hunter Tyson,DEN,DEN vs. CLE,12/27/2024,L,6,3,1,0,0,0,0,-2,4.75
Christian Braun,DEN,DEN vs. CLE,12/27/2024,L,32,16,2,1,1,0,1,-21,22.5
Evan Mobley,CLE,CLE @ DEN,12/27/2024,W,31,26,5,6,0,1,1,-1,44.75
Zeke Nnaji,DEN,DEN vs. CLE,12/27/2024,L,2,0,0,0,0,0,0,2,0
Ty Jerome,CLE,CLE @ DEN,12/27/2024,W,7,2,0,4,1,0,0,15,10
Darius Garland,CLE,CLE @ DEN,12/27/2024,W,32,25,2,7,4,0,2,13,46
Jalen Pickett,DEN,DEN vs. CLE,12/27/2024,L,2,0,0,1,0,0,0,2,1.5
Jarrett Allen,CLE,CLE @ DEN,12/27/2024,W,31,22,10,4,3,1,2,18,47.5
Donovan Mitchell,CLE,CLE @ DEN,12/27/2024,W,30,33,5,6,1,0,3,4,51.75
Jalen Bridges,PHX,PHX vs. DAL,12/27/2024,L,1,0,0,0,0,0,0,2,0
Jazian Gortman,DAL,DAL @ PHX,12/27/2024,W,1,0,0,0,0,0,0,-2,0
Oso Ighodaro,PHX,PHX vs. DAL,12/27/2024,L,16,4,3,1,1,0,0,3,11.25
Mason Plumlee,PHX,PHX vs. DAL,12/27/2024,L,18,4,9,2,0,0,0,0,18.25
Maxi Kleber,DAL,DAL @ PHX,12/27/2024,W,26,15,7,2,1,0,0,4,29.25
Max Strus,CLE,CLE @ DEN,12/27/2024,W,24,5,5,1,1,0,1,-5,14.75
Quentin Grimes,DAL,DAL @ PHX,12/27/2024,W,29,8,5,1,0,0,2,-10,15.75
Russell Westbrook,DEN,DEN vs. CLE,12/27/2024,L,30,11,4,7,1,0,4,-13,27
Caris LeVert,CLE,CLE @ DEN,12/27/2024,W,23,13,3,3,0,1,0,3,24.75
Jamal Murray,DEN,DEN vs. CLE,12/27/2024,L,40,27,3,11,2,0,4,-9,50.75
Stephon Castle,SAS,SAS @ BKN,12/27/2024,W,19,6,2,1,1,0,2,-4,11.5
Josh Okogie,PHX,PHX vs. DAL,12/27/2024,L,22,8,4,1,2,1,0,0,21.5
Royce O'Neale,PHX,PHX vs. DAL,12/27/2024,L,30,14,5,4,2,2,2,-11,35.25
Naji Marshall,DAL,DAL @ PHX,12/27/2024,W,19,4,3,2,0,0,1,10,10.25
Dennis Schröder,GSW,GSW @ LAC,12/27/2024,L,24,7,1,5,0,0,3,-16,14.25
Kyle Anderson,GSW,GSW @ LAC,12/27/2024,L,15,5,6,1,2,0,1,-7,18
Andrew Wiggins,GSW,GSW @ LAC,12/27/2024,L,24,5,2,2,0,1,1,-16,12.5
Kevon Looney,GSW,GSW @ LAC,12/27/2024,L,12,0,4,0,0,0,1,0,4.5
Buddy Hield,GSW,GSW @ LAC,12/27/2024,L,22,5,9,0,0,0,1,-16,16.25
Derrick Jones Jr.,LAC,LAC vs. GSW,12/27/2024,W,30,14,6,2,2,0,1,8,28
Mo Bamba,LAC,LAC vs. GSW,12/27/2024,W,12,0,2,0,0,1,0,5,4.5
Gui Santos,GSW,GSW @ LAC,12/27/2024,L,5,0,1,1,0,0,1,-8,2.25
Jordan Miller,LAC,LAC vs. GSW,12/27/2024,W,4,0,0,0,0,0,1,-5,-0.5
Quinten Post,GSW,GSW @ LAC,12/27/2024,L,1,0,0,1,0,0,0,2,1.5
Nicolas Batum,LAC,LAC vs. GSW,12/27/2024,W,20,3,5,3,0,1,2,-2,15.25
Norman Powell,LAC,LAC vs. GSW,12/27/2024,W,40,26,3,1,2,1,4,18,36.25
Jaden Hardy,DAL,DAL @ PHX,12/27/2024,W,1,0,0,0,0,0,0,-2,0
Kentavious Caldwell-Pope,ORL,ORL vs. NYK,12/27/2024,L,31,10,0,3,2,0,1,-10,18.5
Miles McBride,NYK,NYK @ ORL,12/27/2024,W,22,5,5,3,0,0,2,17,14.75
Cole Anthony,ORL,ORL vs. NYK,12/27/2024,L,6,5,1,0,0,0,2,-8,5.75
Wendell Carter Jr.,ORL,ORL vs. NYK,12/27/2024,L,17,2,3,1,0,0,0,-12,7.25
Mikal Bridges,NYK,NYK @ ORL,12/27/2024,W,44,17,2,3,2,0,2,21,27
Josh Hart,NYK,NYK @ ORL,12/27/2024,W,38,23,13,1,2,2,3,23,47.75
Jonathan Isaac,ORL,ORL vs. NYK,12/27/2024,L,17,7,5,1,1,0,1,-16,16.25
Karl-Anthony Towns,NYK,NYK @ ORL,12/27/2024,W,33,16,8,0,1,0,4,17,27
Gary Harris,ORL,ORL vs. NYK,12/27/2024,L,15,2,0,1,0,0,0,-12,3.5
Landry Shamet,NYK,NYK @ ORL,12/27/2024,W,10,7,1,0,2,0,0,5,12.75
Cameron Payne,NYK,NYK @ ORL,12/27/2024,W,7,0,0,1,0,0,0,-1,1.5
Cory Joseph,ORL,ORL vs. NYK,12/27/2024,L,8,0,2,0,1,0,0,-4,4.5
Tristan da Silva,ORL,ORL vs. NYK,12/27/2024,L,28,0,2,2,0,1,4,-6,5.5
Anthony Black,ORL,ORL vs. NYK,12/27/2024,L,30,9,3,2,1,0,1,-9,17.25
Caleb Houstan,ORL,ORL vs. NYK,12/27/2024,L,5,0,0,1,0,0,0,-1,1.5
Jalen Suggs,ORL,ORL vs. NYK,12/27/2024,L,26,27,4,3,1,0,3,-6,39
Precious Achiuwa,NYK,NYK @ ORL,12/27/2024,W,21,6,6,1,1,1,3,7,17.5
OG Anunoby,NYK,NYK @ ORL,12/27/2024,W,28,8,5,0,0,0,3,7,12.75
Naz Reid,MIN,MIN @ HOU,12/27/2024,W,24,14,3,1,0,1,2,14,20.75
Jabari Smith Jr.,HOU,HOU vs. MIN,12/27/2024,L,43,12,6,1,0,1,1,4,23.5
Jeremy Sochan,SAS,SAS @ BKN,12/27/2024,W,34,12,14,3,0,1,1,-1,35.5
Austin Reaves,LAL,LAL vs. SAC,12/28/2024,W,43,26,6,16,0,0,5,15,56.5
Keegan Murray,SAC,SAC @ LAL,12/28/2024,L,29,5,3,0,0,0,1,-15,8.75
Christian Koloko,LAL,LAL vs. SAC,12/28/2024,W,5,4,1,0,0,0,1,-4,4.75
Dalton Knecht,LAL,LAL vs. SAC,12/28/2024,W,33,18,2,1,0,0,0,9,23
Nikola Jovic,MIA,MIA @ ATL,12/28/2024,L,18,4,2,1,0,0,1,-11,7.5
Dalen Terry,CHI,CHI vs. MIL,12/28/2024,W,17,2,3,2,0,0,1,-6,8.25
Coby White,CHI,CHI vs. MIL,12/28/2024,W,34,22,2,4,0,1,1,12,32.5
Gary Trent Jr.,MIL,MIL @ CHI,12/28/2024,L,17,7,2,1,1,0,2,-7,12.5
Torrey Craig,CHI,CHI vs. MIL,12/28/2024,W,11,6,3,0,0,0,0,-1,10.75
Taurean Prince,MIL,MIL @ CHI,12/28/2024,L,20,6,3,0,0,0,1,-1,9.25
Nikola Vucevic,CHI,CHI vs. MIL,12/28/2024,W,38,23,13,5,1,0,1,3,49.75
Brook Lopez,MIL,MIL @ CHI,12/28/2024,L,38,22,7,3,0,3,0,-4,42.75
Khris Middleton,MIL,MIL @ CHI,12/28/2024,L,28,21,6,4,0,0,2,-4,35.5
Matas Buzelis,CHI,CHI vs. MIL,12/28/2024,W,13,2,3,0,0,2,0,-4,9.75
Julian Phillips,CHI,CHI vs. MIL,12/28/2024,W,5,0,1,0,0,0,0,0,1.25
Andre Jackson Jr.,MIL,MIL @ CHI,12/28/2024,L,23,0,1,1,0,0,0,-2,2.75
Patrick Williams,CHI,CHI vs. MIL,12/28/2024,W,29,9,2,1,1,2,1,12,19
Talen Horton-Tucker,CHI,CHI vs. MIL,12/28/2024,W,3,0,0,0,0,0,0,5,0
Jevon Carter,CHI,CHI vs. MIL,12/28/2024,W,6,5,1,1,0,0,0,-4,8.25
Lonzo Ball,CHI,CHI vs. MIL,12/28/2024,W,19,9,3,3,1,0,2,-17,19.75
Bobby Portis,MIL,MIL @ CHI,12/28/2024,L,34,14,9,4,2,1,1,-4,37.75
Zach LaVine,CHI,CHI vs. MIL,12/28/2024,W,35,15,6,7,0,0,3,7,32
Kyshawn George,WAS,WAS vs. NYK,12/28/2024,L,34,13,3,3,0,1,0,-3,24.75
Corey Kispert,WAS,WAS vs. NYK,12/28/2024,L,23,11,3,2,1,0,1,-7,19.75
AJ Green,MIL,MIL @ CHI,12/28/2024,L,24,5,2,1,0,1,1,-2,11
Ryan Rollins,MIL,MIL @ CHI,12/28/2024,L,21,7,7,1,1,2,0,3,23.75
Damian Lillard,MIL,MIL @ CHI,12/28/2024,L,35,29,6,12,2,0,0,-4,60
Karl-Anthony Towns,NYK,NYK @ WAS,12/28/2024,W,44,30,14,3,0,2,3,8,55.5
Malcolm Brogdon,WAS,WAS vs. NYK,12/28/2024,L,30,22,3,7,1,0,5,-3,37.25
OG Anunoby,NYK,NYK @ WAS,12/28/2024,W,42,9,4,0,1,0,1,-2,16
Josh Hart,NYK,NYK @ WAS,12/28/2024,W,39,13,11,7,1,0,2,6,38.25
Mikal Bridges,NYK,NYK @ WAS,12/28/2024,W,47,21,3,3,3,0,3,4,35.25
Jalen Brunson,NYK,NYK @ WAS,12/28/2024,W,44,55,3,9,0,0,3,1,72.25
Justin Champagnie,WAS,WAS vs. NYK,12/28/2024,L,45,31,10,1,2,0,3,-4,50
Bilal Coulibaly,WAS,WAS vs. NYK,12/28/2024,L,37,18,6,6,2,1,2,0,40.5
Alex Sarr,WAS,WAS vs. NYK,12/28/2024,L,32,12,6,5,0,1,2,2,29
Bub Carrington,WAS,WAS vs. NYK,12/28/2024,L,43,17,5,5,0,0,1,3,30.75
Kevin Durant,PHX,PHX @ GSW,12/28/2024,L,37,31,6,3,0,4,8,-17,47.5
Draymond Green,GSW,GSW vs. PHX,12/28/2024,W,35,16,8,7,2,1,1,18,43.5
Dennis Schröder,GSW,GSW vs. PHX,12/28/2024,W,34,11,3,3,0,0,2,-1,18.75
Mason Plumlee,PHX,PHX @ GSW,12/28/2024,L,26,2,9,6,1,1,2,-2,25.25
Tyus Jones,PHX,PHX @ GSW,12/28/2024,L,32,8,5,6,0,0,1,-11,23.75
Royce O'Neale,PHX,PHX @ GSW,12/28/2024,L,12,0,1,0,0,1,0,-5,3.25
Brandin Podziemski,GSW,GSW vs. PHX,12/28/2024,W,11,0,2,0,0,0,0,-17,2.5
Lindy Waters III,GSW,GSW vs. PHX,12/28/2024,W,14,3,4,1,1,0,1,-13,11.5
Buddy Hield,GSW,GSW vs. PHX,12/28/2024,W,15,0,0,1,1,0,0,2,3.5
Miles McBride,NYK,NYK @ WAS,12/28/2024,W,19,3,0,1,0,1,0,-3,7
Precious Achiuwa,NYK,NYK @ WAS,12/28/2024,W,19,3,7,2,0,0,2,6,13.75
Shai Gilgeous-Alexander,OKC,OKC @ CHA,12/28/2024,W,33,22,4,6,2,1,6,12,39.5
Josh Green,CHA,CHA vs. OKC,12/28/2024,L,39,10,2,1,3,0,2,-12,20.5
Mark Williams,CHA,CHA vs. OKC,12/28/2024,L,22,12,10,2,0,1,1,-15,29
Miles Bridges,CHA,CHA vs. OKC,12/28/2024,L,38,19,10,6,1,2,3,-3,45.5
Isaiah Hartenstein,OKC,OKC @ CHA,12/28/2024,W,25,12,15,4,1,0,3,10,37.25
Vasilije Micic,CHA,CHA vs. OKC,12/28/2024,L,29,16,2,4,1,0,5,-13,26
Ajay Mitchell,OKC,OKC @ CHA,12/28/2024,W,32,10,5,4,0,0,1,7,22.25
Moussa Diabaté,CHA,CHA vs. OKC,12/28/2024,L,14,0,3,1,2,0,1,3,8.75
Isaiah Wong,CHA,CHA vs. OKC,12/28/2024,L,19,10,0,1,1,0,1,1,13
Ousmane Dieng,OKC,OKC @ CHA,12/28/2024,W,7,0,2,0,0,0,0,1,2.5
Jaylin Williams,OKC,OKC @ CHA,12/28/2024,W,23,9,4,6,1,0,1,2,26
Aaron Wiggins,OKC,OKC @ CHA,12/28/2024,W,33,17,5,1,2,0,2,18,29.25
Nick Richards,CHA,CHA vs. OKC,12/28/2024,L,12,1,7,0,0,0,1,0,9.25
Isaiah Joe,OKC,OKC @ CHA,12/28/2024,W,16,5,4,0,1,0,0,2,12.5
DaQuan Jeffries,CHA,CHA vs. OKC,12/28/2024,L,13,5,3,1,0,0,2,-1,9.75
Kenrich Williams,OKC,OKC @ CHA,12/28/2024,W,22,9,4,1,1,0,1,2,17
Seth Curry,CHA,CHA vs. OKC,12/28/2024,L,22,12,2,0,0,1,0,-19,17
Zaccharie Risacher,ATL,ATL vs. MIA,12/28/2024,W,27,9,4,1,0,0,1,-12,15.5
Jalen Johnson,ATL,ATL vs. MIA,12/28/2024,W,35,28,13,5,0,2,0,18,56.75
Garrison Mathews,ATL,ATL vs. MIA,12/28/2024,W,27,18,2,2,1,0,1,16,27
Haywood Highsmith,MIA,MIA @ ATL,12/28/2024,L,36,14,6,2,0,0,1,-11,25
Duncan Robinson,MIA,MIA @ ATL,12/28/2024,L,38,16,5,5,2,0,1,10,35.25
Trae Young,ATL,ATL vs. MIA,12/28/2024,W,37,11,1,15,1,0,3,17,36.25
Bam Adebayo,MIA,MIA @ ATL,12/28/2024,L,37,17,10,2,1,2,2,-1,37.5
Terry Rozier,MIA,MIA @ ATL,12/28/2024,L,20,9,5,1,1,2,1,-9,22.75
Clint Capela,ATL,ATL vs. MIA,12/28/2024,W,21,6,7,1,1,0,1,-3,17.75
Kel'el Ware,MIA,MIA @ ATL,12/28/2024,L,10,4,1,0,1,0,0,-8,7.25
Pelle Larsson,MIA,MIA @ ATL,12/28/2024,L,4,0,0,0,0,0,0,4,0
Jaime Jaquez Jr.,MIA,MIA @ ATL,12/28/2024,L,21,8,5,1,3,0,0,-5,21.75
Keaton Wallace,ATL,ATL vs. MIA,12/28/2024,W,14,5,2,2,1,0,0,-9,13
Vít Krejcí,ATL,ATL vs. MIA,12/28/2024,W,23,7,3,5,0,0,1,-5,18.25
Tyler Herro,MIA,MIA @ ATL,12/28/2024,L,36,28,7,10,0,0,2,-3,52.75
De'Andre Hunter,ATL,ATL vs. MIA,12/28/2024,W,29,26,5,2,1,0,0,15,39.25
Larry Nance Jr.,ATL,ATL vs. MIA,12/28/2024,W,27,10,10,1,2,0,4,13,26
Alec Burks,MIA,MIA @ ATL,12/28/2024,L,19,10,1,1,1,0,0,-16,15.75
Jalen Williams,OKC,OKC @ CHA,12/28/2024,W,34,20,3,6,1,0,1,17,34.75
Dillon Jones,OKC,OKC @ CHA,12/28/2024,W,15,2,3,1,0,0,0,-11,7.25
Tidjane Salaün,CHA,CHA vs. OKC,12/28/2024,L,31,9,5,1,1,1,2,-1,20.25
Jonas Valanciunas,WAS,WAS vs. NYK,12/28/2024,L,21,8,8,3,1,1,1,-8,26
Cameron Payne,NYK,NYK @ WAS,12/28/2024,W,6,2,1,0,1,0,1,0,4.75
Landry Shamet,NYK,NYK @ WAS,12/28/2024,W,6,0,0,1,1,0,0,0,3.5
Andrew Wiggins,GSW,GSW vs. PHX,12/28/2024,W,39,7,7,3,1,2,1,13,26.25
Monté Morris,PHX,PHX @ GSW,12/28/2024,L,16,8,1,2,1,0,0,9,14.25
Jerami Grant,POR,POR vs. DAL,12/28/2024,W,42,14,8,3,0,2,0,11,34
Spencer Dinwiddie,DAL,DAL @ POR,12/28/2024,L,35,17,8,4,0,0,1,3,33.5
Klay Thompson,DAL,DAL @ POR,12/28/2024,L,34,12,1,1,1,0,1,4,17.25
Kyrie Irving,DAL,DAL @ POR,12/28/2024,L,39,46,2,2,2,1,4,-17,58
Jazian Gortman,DAL,DAL @ POR,12/28/2024,L,5,0,0,1,0,0,0,7,1.5
Olivier-Maxence Prosper,DAL,DAL @ POR,12/28/2024,L,13,4,2,1,1,0,1,1,9.5
Rayan Rupert,POR,POR vs. DAL,12/28/2024,W,4,0,0,0,0,0,0,-8,0
Kris Murray,POR,POR vs. DAL,12/28/2024,W,8,2,1,0,0,0,2,-6,2.25
Isaiah Stewart,DET,DET @ DEN,12/28/2024,L,16,3,4,3,0,0,0,-17,13
Shaedon Sharpe,POR,POR vs. DAL,12/28/2024,W,38,23,5,4,1,0,0,17,38.25
Jaden Hardy,DAL,DAL @ POR,12/28/2024,L,17,11,4,1,0,0,1,-11,18.5
Kessler Edwards,DAL,DAL @ POR,12/28/2024,L,0,0,0,0,0,0,0,3,0
Quentin Grimes,DAL,DAL @ POR,12/28/2024,L,28,15,6,3,1,1,0,1,32.5
Deandre Ayton,POR,POR vs. DAL,12/28/2024,W,36,21,16,1,2,3,4,16,50.5
Dwight Powell,DAL,DAL @ POR,12/28/2024,L,8,2,0,2,0,1,1,-7,6.5
Kyle Filipowski,UTA,UTA vs. PHI,12/28/2024,L,9,0,4,1,1,0,1,-5,8
Isaiah Collier,UTA,UTA vs. PHI,12/28/2024,L,19,2,3,4,0,0,5,-12,9.25
Walker Kessler,UTA,UTA vs. PHI,12/28/2024,L,30,11,11,0,0,1,4,-5,24.75
Johnny Juzang,UTA,UTA vs. PHI,12/28/2024,L,16,6,5,1,0,0,0,-10,14.75
Lauri Markkanen,UTA,UTA vs. PHI,12/28/2024,L,33,23,4,2,1,0,3,-10,34
Joel Embiid,PHI,PHI @ UTA,12/28/2024,W,35,32,5,4,4,3,4,8,56.75
Jordan Clarkson,UTA,UTA vs. PHI,12/28/2024,L,30,17,3,4,0,1,2,-9,27.75
Paul George,PHI,PHI @ UTA,12/28/2024,W,32,13,3,2,5,0,1,6,30.25
Kyle Lowry,PHI,PHI @ UTA,12/28/2024,W,19,0,2,5,2,1,0,9,16
Josh Giddey,CHI,CHI vs. MIL,12/28/2024,W,29,23,15,10,1,1,2,18,60.75
Nikola Jokic,DEN,DEN vs. DET,12/28/2024,W,37,37,9,8,0,0,2,25,61.25
Simone Fontecchio,DET,DET @ DEN,12/28/2024,L,14,3,4,2,0,0,1,-16,11
Ausar Thompson,DET,DET @ DEN,12/28/2024,L,24,10,6,2,2,0,1,12,24
Wendell Moore Jr.,DET,DET @ DEN,12/28/2024,L,12,6,5,4,0,0,0,12,18.25
Ronald Holland II,DET,DET @ DEN,12/28/2024,L,20,12,2,0,0,0,0,0,15
Hunter Tyson,DEN,DEN vs. DET,12/28/2024,W,13,2,3,2,0,0,1,7,8.25
Peyton Watson,DEN,DEN vs. DET,12/28/2024,W,23,5,1,3,2,1,0,-6,16.75
Marcus Sasser,DET,DET @ DEN,12/28/2024,L,15,5,1,2,2,0,3,1,12.25
Julian Strawther,DEN,DEN vs. DET,12/28/2024,W,23,6,3,1,1,0,1,-5,12.75
Paul Reed,DET,DET @ DEN,12/28/2024,L,12,7,2,2,4,1,0,12,22.5
Jamal Murray,DEN,DEN vs. DET,12/28/2024,W,40,34,5,4,1,3,1,24,55.75
DeAndre Jordan,DEN,DEN vs. DET,12/28/2024,W,11,6,3,0,0,1,1,-12,11.25
Christian Braun,DEN,DEN vs. DET,12/28/2024,W,30,10,4,3,3,1,0,14,27.5
Jalen Duren,DET,DET @ DEN,12/28/2024,L,20,12,7,2,0,0,1,-8,23.25
Jaden Ivey,DET,DET @ DEN,12/28/2024,L,21,17,3,1,0,0,3,-17,21.75
Cade Cunningham,DET,DET @ DEN,12/28/2024,L,27,17,2,8,0,0,3,-12,30.5
Maxi Kleber,DAL,DAL @ POR,12/28/2024,L,33,0,8,5,0,2,1,1,21
Anfernee Simons,POR,POR vs. DAL,12/28/2024,W,40,22,4,8,0,0,2,7,40
Josh Okogie,PHX,PHX @ GSW,12/28/2024,L,31,11,9,0,2,2,2,3,29.75
Jonathan Kuminga,GSW,GSW vs. PHX,12/28/2024,W,34,34,9,3,1,0,1,9,52.25
Trayce Jackson-Davis,GSW,GSW vs. PHX,12/28/2024,W,23,16,10,2,1,4,0,-11,41.5
Oso Ighodaro,PHX,PHX @ GSW,12/28/2024,L,20,2,6,1,2,0,0,7,15
Ryan Dunn,PHX,PHX @ GSW,12/28/2024,L,27,15,4,1,0,2,0,6,26
Bradley Beal,PHX,PHX @ GSW,12/28/2024,L,40,28,5,2,1,2,0,-10,45.25
Russell Westbrook,DEN,DEN vs. DET,12/28/2024,W,31,8,9,8,2,0,6,13,32.25
Tobias Harris,DET,DET @ DEN,12/28/2024,L,24,7,2,1,0,0,0,-8,11.5
Tim Hardaway Jr.,DET,DET @ DEN,12/28/2024,L,18,8,1,1,0,0,0,-12,11.25
Malik Beasley,DET,DET @ DEN,12/28/2024,L,19,14,2,1,0,0,0,-12,19.5
Michael Porter Jr.,DEN,DEN vs. DET,12/28/2024,W,34,26,3,0,0,0,1,5,31.75
Cam Reddish,LAL,LAL vs. SAC,12/28/2024,W,19,2,1,2,1,0,0,4,8.25
Kevin Huerter,SAC,SAC @ LAL,12/28/2024,L,24,9,1,3,1,0,1,1,16.75
De'Aaron Fox,SAC,SAC @ LAL,12/28/2024,L,39,29,5,12,4,1,3,-7,62.25
D'Angelo Russell,LAL,LAL vs. SAC,12/28/2024,W,28,9,2,4,0,0,1,4,17.5
Alex Len,SAC,SAC @ LAL,12/28/2024,L,11,3,0,1,0,0,0,-8,4.5
